plot_id,plot_name,plot_gradient,farmer_kn_soil,soil_texture,latitude,longitude,altitude,accuracy,farmer_id,farmer_name,community_id,community_label,country_id,country_label
43,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,22,Farmer 2,6,Community 2,BO,Bolivia
46,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,23,Farmer 3 ,6,Community 2,BO,Bolivia
45,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,23,Farmer 3 ,6,Community 2,BO,Bolivia
47,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,24,Farmer 4,6,Community 2,BO,Bolivia
48,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,24,Farmer 4,6,Community 2,BO,Bolivia
49,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,25,Farmer 1,7,Community 3,BO,Bolivia
50,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,25,Farmer 1,7,Community 3,BO,Bolivia
51,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,26,Farmer 2,7,Community 3,BO,Bolivia
52,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,26,Farmer 2,7,Community 3,BO,Bolivia
53,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,27,Farmer 3 ,7,Community 3,BO,Bolivia
54,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,27,Farmer 3 ,7,Community 3,BO,Bolivia
55,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,28,Farmer 4,7,Community 3,BO,Bolivia
56,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,28,Farmer 4,7,Community 3,BO,Bolivia
57,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,29,Farmer 1,8,Community 4,BO,Bolivia
58,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,29,Farmer 1,8,Community 4,BO,Bolivia
60,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,30,Farmer 2,8,Community 4,BO,Bolivia
59,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,30,Farmer 2,8,Community 4,BO,Bolivia
62,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,31,Farmer 3 ,8,Community 4,BO,Bolivia
61,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,31,Farmer 3 ,8,Community 4,BO,Bolivia
64,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,32,Farmer 4,8,Community 4,BO,Bolivia
63,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,32,Farmer 4,8,Community 4,BO,Bolivia
66,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,33,Farmer 1,9,Community 1,EC,Ecuador
65,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,33,Farmer 1,9,Community 1,EC,Ecuador
68,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,34,Farmer 2,9,Community 1,EC,Ecuador
67,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,34,Farmer 2,9,Community 1,EC,Ecuador
70,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,35,Farmer 3 ,9,Community 1,EC,Ecuador
69,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,35,Farmer 3 ,9,Community 1,EC,Ecuador
72,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,36,Farmer 4,9,Community 1,EC,Ecuador
71,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,36,Farmer 4,9,Community 1,EC,Ecuador
73,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,37,Farmer 1,10,Community 2,EC,Ecuador
74,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,37,Farmer 1,10,Community 2,EC,Ecuador
75,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,38,Farmer 2,10,Community 2,EC,Ecuador
76,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,38,Farmer 2,10,Community 2,EC,Ecuador
77,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,39,Farmer 3 ,10,Community 2,EC,Ecuador
78,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,39,Farmer 3 ,10,Community 2,EC,Ecuador
79,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,40,Farmer 4,10,Community 2,EC,Ecuador
80,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,40,Farmer 4,10,Community 2,EC,Ecuador
81,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,41,Farmer 1,11,Community 3,EC,Ecuador
82,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,41,Farmer 1,11,Community 3,EC,Ecuador
83,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,42,Farmer 2,11,Community 3,EC,Ecuador
84,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,42,Farmer 2,11,Community 3,EC,Ecuador
85,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,43,Farmer 3 ,11,Community 3,EC,Ecuador
86,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,43,Farmer 3 ,11,Community 3,EC,Ecuador
88,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,44,Farmer 4,11,Community 3,EC,Ecuador
87,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,44,Farmer 4,11,Community 3,EC,Ecuador
90,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,45,Farmer 1,12,Community 4,EC,Ecuador
89,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,45,Farmer 1,12,Community 4,EC,Ecuador
92,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,46,Farmer 2,12,Community 4,EC,Ecuador
91,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,46,Farmer 2,12,Community 4,EC,Ecuador
94,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,47,Farmer 3 ,12,Community 4,EC,Ecuador
93,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,47,Farmer 3 ,12,Community 4,EC,Ecuador
96,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,48,Farmer 4,12,Community 4,EC,Ecuador
95,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,48,Farmer 4,12,Community 4,EC,Ecuador
98,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,49,Farmer 1,13,Community 1,ET,Ethiopia
97,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,49,Farmer 1,13,Community 1,ET,Ethiopia
100,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,50,Farmer 2,13,Community 1,ET,Ethiopia
99,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,50,Farmer 2,13,Community 1,ET,Ethiopia
101,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,51,Farmer 3 ,13,Community 1,ET,Ethiopia
102,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,51,Farmer 3 ,13,Community 1,ET,Ethiopia
103,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,52,Farmer 4,13,Community 1,ET,Ethiopia
104,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,52,Farmer 4,13,Community 1,ET,Ethiopia
105,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,53,Farmer 1,14,Community 2,ET,Ethiopia
106,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,53,Farmer 1,14,Community 2,ET,Ethiopia
107,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,54,Farmer 2,14,Community 2,ET,Ethiopia
108,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,54,Farmer 2,14,Community 2,ET,Ethiopia
109,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,55,Farmer 3 ,14,Community 2,ET,Ethiopia
110,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,55,Farmer 3 ,14,Community 2,ET,Ethiopia
111,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,56,Farmer 4,14,Community 2,ET,Ethiopia
112,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,56,Farmer 4,14,Community 2,ET,Ethiopia
113,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,57,Farmer 1,15,Community 3,ET,Ethiopia
114,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,57,Farmer 1,15,Community 3,ET,Ethiopia
116,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,58,Farmer 2,15,Community 3,ET,Ethiopia
115,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,58,Farmer 2,15,Community 3,ET,Ethiopia
118,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,59,Farmer 3 ,15,Community 3,ET,Ethiopia
117,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,59,Farmer 3 ,15,Community 3,ET,Ethiopia
120,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,60,Farmer 4,15,Community 3,ET,Ethiopia
119,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,60,Farmer 4,15,Community 3,ET,Ethiopia
122,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,61,Farmer 1,16,Community 4,ET,Ethiopia
121,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,61,Farmer 1,16,Community 4,ET,Ethiopia
124,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,62,Farmer 2,16,Community 4,ET,Ethiopia
123,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,62,Farmer 2,16,Community 4,ET,Ethiopia
126,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,63,Farmer 3 ,16,Community 4,ET,Ethiopia
125,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,63,Farmer 3 ,16,Community 4,ET,Ethiopia
127,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,64,Farmer 4,16,Community 4,ET,Ethiopia
128,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,64,Farmer 4,16,Community 4,ET,Ethiopia
129,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,65,Farmer 1,17,Community 1,KE,Kenya
130,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,65,Farmer 1,17,Community 1,KE,Kenya
131,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,66,Farmer 2,17,Community 1,KE,Kenya
132,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,66,Farmer 2,17,Community 1,KE,Kenya
133,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,67,Farmer 3 ,17,Community 1,KE,Kenya
134,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,67,Farmer 3 ,17,Community 1,KE,Kenya
135,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,68,Farmer 4,17,Community 1,KE,Kenya
136,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,68,Farmer 4,17,Community 1,KE,Kenya
137,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,69,Farmer 1,18,Community 2,KE,Kenya
138,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,69,Farmer 1,18,Community 2,KE,Kenya
139,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,70,Farmer 2,18,Community 2,KE,Kenya
140,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,70,Farmer 2,18,Community 2,KE,Kenya
141,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,71,Farmer 3 ,18,Community 2,KE,Kenya
142,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,71,Farmer 3 ,18,Community 2,KE,Kenya
144,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,72,Farmer 4,18,Community 2,KE,Kenya
143,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,72,Farmer 4,18,Community 2,KE,Kenya
146,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,73,Farmer 1,19,Community 3,KE,Kenya
145,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,73,Farmer 1,19,Community 3,KE,Kenya
148,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,74,Farmer 2,19,Community 3,KE,Kenya
147,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,74,Farmer 2,19,Community 3,KE,Kenya
150,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,75,Farmer 3 ,19,Community 3,KE,Kenya
149,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,75,Farmer 3 ,19,Community 3,KE,Kenya
152,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,76,Farmer 4,19,Community 3,KE,Kenya
151,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,76,Farmer 4,19,Community 3,KE,Kenya
154,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,77,Farmer 1,20,Community 4,KE,Kenya
153,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,77,Farmer 1,20,Community 4,KE,Kenya
155,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,78,Farmer 2,20,Community 4,KE,Kenya
156,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,78,Farmer 2,20,Community 4,KE,Kenya
157,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,79,Farmer 3 ,20,Community 4,KE,Kenya
158,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,79,Farmer 3 ,20,Community 4,KE,Kenya
159,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,80,Farmer 4,20,Community 4,KE,Kenya
160,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,80,Farmer 4,20,Community 4,KE,Kenya
161,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,81,Farmer 1,21,Community 1,ML,Mali
162,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,81,Farmer 1,21,Community 1,ML,Mali
163,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,82,Farmer 2,21,Community 1,ML,Mali
164,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,82,Farmer 2,21,Community 1,ML,Mali
165,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,83,Farmer 3 ,21,Community 1,ML,Mali
166,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,83,Farmer 3 ,21,Community 1,ML,Mali
167,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,84,Farmer 4,21,Community 1,ML,Mali
168,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,84,Farmer 4,21,Community 1,ML,Mali
170,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,85,Farmer 1,22,Community 2,ML,Mali
169,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,85,Farmer 1,22,Community 2,ML,Mali
172,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,86,Farmer 2,22,Community 2,ML,Mali
171,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,86,Farmer 2,22,Community 2,ML,Mali
174,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,87,Farmer 3 ,22,Community 2,ML,Mali
173,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,87,Farmer 3 ,22,Community 2,ML,Mali
176,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,88,Farmer 4,22,Community 2,ML,Mali
175,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,88,Farmer 4,22,Community 2,ML,Mali
178,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,89,Farmer 1,23,Community 3,ML,Mali
177,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,89,Farmer 1,23,Community 3,ML,Mali
180,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,90,Farmer 2,23,Community 3,ML,Mali
179,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,90,Farmer 2,23,Community 3,ML,Mali
181,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,91,Farmer 3 ,23,Community 3,ML,Mali
182,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,91,Farmer 3 ,23,Community 3,ML,Mali
183,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,92,Farmer 4,23,Community 3,ML,Mali
184,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,92,Farmer 4,23,Community 3,ML,Mali
185,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,93,Farmer 1,24,Community 4,ML,Mali
186,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,93,Farmer 1,24,Community 4,ML,Mali
187,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,94,Farmer 2,24,Community 4,ML,Mali
188,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,94,Farmer 2,24,Community 4,ML,Mali
189,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,95,Farmer 3 ,24,Community 4,ML,Mali
190,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,95,Farmer 3 ,24,Community 4,ML,Mali
191,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,96,Farmer 4,24,Community 4,ML,Mali
192,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,96,Farmer 4,24,Community 4,ML,Mali
193,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,97,Farmer 1,25,Community 1,MW,Malawi
194,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,97,Farmer 1,25,Community 1,MW,Malawi
195,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,98,Farmer 2,25,Community 1,MW,Malawi
196,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,98,Farmer 2,25,Community 1,MW,Malawi
198,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,99,Farmer 3 ,25,Community 1,MW,Malawi
197,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,99,Farmer 3 ,25,Community 1,MW,Malawi
200,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,100,Farmer 4,25,Community 1,MW,Malawi
199,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,100,Farmer 4,25,Community 1,MW,Malawi
202,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,101,Farmer 1,26,Community 2,MW,Malawi
201,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,101,Farmer 1,26,Community 2,MW,Malawi
204,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,102,Farmer 2,26,Community 2,MW,Malawi
203,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,102,Farmer 2,26,Community 2,MW,Malawi
206,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,103,Farmer 3 ,26,Community 2,MW,Malawi
205,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,103,Farmer 3 ,26,Community 2,MW,Malawi
208,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,104,Farmer 4,26,Community 2,MW,Malawi
207,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,104,Farmer 4,26,Community 2,MW,Malawi
209,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,105,Farmer 1,27,Community 3,MW,Malawi
210,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,105,Farmer 1,27,Community 3,MW,Malawi
211,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,106,Farmer 2,27,Community 3,MW,Malawi
212,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,106,Farmer 2,27,Community 3,MW,Malawi
213,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,107,Farmer 3 ,27,Community 3,MW,Malawi
214,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,107,Farmer 3 ,27,Community 3,MW,Malawi
215,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,108,Farmer 4,27,Community 3,MW,Malawi
216,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,108,Farmer 4,27,Community 3,MW,Malawi
217,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,109,Farmer 1,28,Community 4,MW,Malawi
218,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,109,Farmer 1,28,Community 4,MW,Malawi
219,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,110,Farmer 2,28,Community 4,MW,Malawi
220,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,110,Farmer 2,28,Community 4,MW,Malawi
221,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,111,Farmer 3 ,28,Community 4,MW,Malawi
222,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,111,Farmer 3 ,28,Community 4,MW,Malawi
224,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,112,Farmer 4,28,Community 4,MW,Malawi
223,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,112,Farmer 4,28,Community 4,MW,Malawi
226,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,113,Farmer 1,29,Community 1,MZ,Mozambique
225,Roadside,flat,NULL,NULL,NULL,NULL,NULL,NULL,113,Farmer 1,29,Community 1,MZ,Mozambique
228,South Field,gentle_slope,NULL,NULL,NULL,NULL,NULL,NULL,114,Farmer 2,29,Community 1,MZ,Mozambique
